"seqnames"	"start"	"end"	"width"	"strand"	"block_mean"	"block_sum"	"L"	"PC"	"imp"
"chr2.345"	"chr2"	23691071	23691876	806	"*"	228.481481481481	12338	54	0.898365713942744	0.0847953216374269
"chr2.346"	"chr2"	23695772	23696069	298	"*"	213.423076923077	5549	26	0.897607386079754	0.0890688259109312
"chr2.348"	"chr2"	23939492	23939848	357	"*"	357.891891891892	13242	37	0.0426051990156658	0.0184921763869132
"chr2.350"	"chr2"	24009640	24009919	280	"*"	298.829268292683	12252	41	0.112944323660334	0.0436456996148909
"chr2.351"	"chr2"	24011016	24011246	231	"*"	208.238095238095	4373	21	0.402430891683094	0.120300751879699
"chr2.357"	"chr2"	24085345	24085477	133	"*"	233.538461538462	3036	13	0.263925747298234	0.0607287449392713
"chr2.360"	"chr2"	24174667	24174897	231	"*"	182.6	3652	20	0.775919174857453	0.121052631578947
"chr2.361"	"chr2"	24330253	24330459	207	"*"	392	7056	18	0.730998862265366	0.0263157894736842
"chr2.364"	"chr2"	24361085	24361210	126	"*"	154.263157894737	2931	19	0.839172614714625	0.141274238227147
"chr2.365"	"chr2"	24402669	24403115	447	"*"	334.524590163934	20406	61	0.124140211443935	0.0431406384814495
"chr2.368"	"chr2"	24918622	24918860	239	"*"	174.111111111111	3134	18	0.87986554280633	0.146198830409357
"chr2.371"	"chr2"	24927043	24927261	219	"*"	309.533333333333	4643	15	0.272450805123494	0.0315789473684211
"chr2.372"	"chr2"	24970977	24971351	375	"*"	275.222222222222	4954	18	0.302482329439376	0.0994152046783626
"chr2.376"	"chr2"	25204196	25204300	105	"*"	178.727272727273	3932	22	0.422371339142522	0.143540669856459
"chr2.377"	"chr2"	25204470	25204874	405	"*"	186.388888888889	3355	18	0.499377248703067	0.105263157894737
"chr2.378"	"chr2"	25251759	25252115	357	"*"	170.6	4265	25	0.0311774539267696	0.103157894736842
"chr2.379"	"chr2"	25252856	25253115	260	"*"	200.647058823529	3411	17	0.432651625404541	0.0712074303405573
"chr2.380"	"chr2"	25277158	25277257	100	"*"	169.4	1694	10	0.431319168371076	0.142105263157895
"chr2.381"	"chr2"	25342641	25342973	333	"*"	174.68	4367	25	0.246383900851654	0.141052631578947
"chr2.383"	"chr2"	25376594	25377292	699	"*"	243.615384615385	6334	26	0.0895273791794833	0.0809716599190283
"chr2.386"	"chr2"	25711981	25712148	168	"*"	174.333333333333	3661	21	0.241522662271167	0.075187969924812
"chr2.387"	"chr2"	25822233	25822500	268	"*"	349.045454545455	15358	44	0.522731449103224	0.0334928229665072
"chr2.390"	"chr2"	25916578	25916877	300	"*"	250.314285714286	8761	35	0.436411356442322	0.075187969924812
"chr2.397"	"chr2"	26298483	26298987	505	"*"	184.2	2763	15	0.489144544299319	0.140350877192982
"chr2.398"	"chr2"	26299164	26299339	176	"*"	225.923076923077	2937	13	0.193246527048047	0.0647773279352227
"chr2.401"	"chr2"	26401799	26402113	315	"*"	340.017543859649	19381	57	0.0392398894558618	0.0193905817174515
"chr2.404"	"chr2"	26562992	26563233	242	"*"	248.444444444444	8944	36	0.167825261210521	0.0555555555555556
"chr2.405"	"chr2"	26692870	26693143	274	"*"	180.634920634921	11380	63	0.0324986274263425	0.0802005012531328
"chr2.406"	"chr2"	26728107	26728278	172	"*"	120	2160	18	0.220105934514091	0.236842105263158
"chr2.409"	"chr2"	26814492	26814751	260	"*"	197.710526315789	7513	38	0.885291659615867	0.114958448753463
"chr2.410"	"chr2"	26815224	26815471	248	"*"	181.166666666667	4348	24	0.853431459526137	0.107456140350877
"chr2.412"	"chr2"	26847245	26847533	289	"*"	246.923076923077	6420	26	0.0707586687961356	0.0242914979757085
"chr2.414"	"chr2"	26850231	26850417	187	"*"	442.409090909091	9733	22	0.3900144646123	0.0263157894736842
"chr2.418"	"chr2"	27049489	27049637	149	"*"	376.384615384615	4893	13	0.385371887215195	0.0202429149797571
"chr2.423"	"chr2"	27110691	27110950	260	"*"	231.65625	7413	32	0.808263818330295	0.0953947368421053
"chr2.424"	"chr2"	27111537	27111964	428	"*"	192.175438596491	10954	57	0.885804128044988	0.137580794090489
"chr2.425"	"chr2"	27123526	27124124	599	"*"	196.466666666667	2947	15	0.0969972888513841	0.129824561403509
"chr2.427"	"chr2"	27150147	27150396	250	"*"	233.210526315789	8862	38	0.904599060318374	0.0761772853185596
"chr2.428"	"chr2"	27211323	27211470	148	"*"	163.588235294118	2781	17	0.0423282471146859	0.114551083591331
"chr2.431"	"chr2"	27264169	27264376	208	"*"	242	3388	14	0.0317816494861465	0.0601503759398496
"chr2.432"	"chr2"	27265269	27265468	200	"*"	288.125	6915	24	0.156546174128252	0.0614035087719298
"chr2.433"	"chr2"	27275079	27275490	412	"*"	193.9375	6206	32	0.842267289197157	0.116776315789474
"chr2.434"	"chr2"	27307533	27307691	159	"*"	227.56	5689	25	0.0958378192379576	0.0926315789473684
"chr2.435"	"chr2"	27308214	27308668	455	"*"	207.24	10362	50	0.486044305910806	0.110526315789474
"chr2.441"	"chr2"	27380824	27381284	461	"*"	233.15625	7461	32	0.263241620592082	0.0756578947368421
"chr2.442"	"chr2"	27409629	27410086	458	"*"	231.368421052632	8792	38	0.0397907173438519	0.141274238227147
"chr2.445"	"chr2"	27442641	27442891	251	"*"	191.825	7673	40	0.285692802057851	0.115789473684211
"chr2.450"	"chr2"	27715245	27715577	333	"*"	192.882352941176	6558	34	0.102942612003674	0.0820433436532508
"chr2.451"	"chr2"	27735275	27735378	104	"*"	261.111111111111	4700	18	0.21795486384975	0.0555555555555556
"chr2.452"	"chr2"	27765858	27766058	201	"*"	543	7602	14	0.100910807331008	0
"chr2.453"	"chr2"	27765989	27766057	69	"*"	365	6935	19	0.108127759404331	0.0110803324099723
"chr2.457"	"chr2"	28495603	28495929	327	"*"	599.823529411765	10197	17	0.36080462202414	0.00928792569659443
"chr2.458"	"chr2"	28496092	28496288	197	"*"	582.7	5827	10	0.402342466371292	0.00526315789473684
"chr2.463"	"chr2"	28810420	28811132	713	"*"	279.851851851852	15112	54	0.0624796907499301	0.037037037037037
"chr2.466"	"chr2"	29115081	29115342	262	"*"	230.375	7372	32	0.0540539374016933	0.101973684210526
"chr2.467"	"chr2"	29818389	29818568	180	"*"	276.130434782609	6351	23	0.748056356792453	0.0480549199084668
"chr2.468"	"chr2"	29920928	29920976	49	"*"	188.5	3770	20	0.105307571354288	0.0894736842105263
"chr2.469"	"chr2"	29921221	29921453	233	"*"	208.285714285714	4374	21	0.065025808584161	0.0476190476190476
"chr2.477"	"chr2"	31138768	31139081	314	"*"	264.384615384615	6874	26	0.078765825470776	0.0607287449392713
"chr2.479"	"chr2"	31580772	31580955	184	"*"	257	8481	33	0.210572626111881	0.0781499202551834
"chr2.480"	"chr2"	31803727	31804000	274	"*"	202.16	10108	50	0.533521378460047	0.0852631578947368
"chr2.492"	"chr2"	32947992	32948304	313	"*"	373.48	9337	25	0.187045703155667	0.0231578947368421
"chr2.493"	"chr2"	33057413	33057795	383	"*"	298.382352941176	10145	34	0.870085437107949	0.0325077399380805
"chr2.494"	"chr2"	33134131	33134316	186	"*"	945.583333333333	11347	12	0.728625910194023	0
"chr2.497"	"chr2"	33657539	33657755	217	"*"	334.590909090909	7361	22	0.891253024656227	0.0574162679425837
"chr2.498"	"chr2"	33903546	33903886	341	"*"	290.166666666667	12187	42	0.841996660967234	0.0476190476190476
"chr2.499"	"chr2"	34142595	34143030	436	"*"	228.041666666667	5473	24	0.840004775149703	0.087719298245614
"chr2.500"	"chr2"	34494384	34494652	269	"*"	255.869565217391	5885	23	0.893921626891323	0.137299771167048
"chr2.501"	"chr2"	34677646	34677937	292	"*"	305.409090909091	6719	22	0.829145492230911	0.0287081339712919
"chr2.502"	"chr2"	36240485	36240656	172	"*"	234.136363636364	5151	22	0.459122127462588	0.0574162679425837
"chr2.503"	"chr2"	36354817	36355352	536	"*"	393.795454545455	17327	44	0.150918019913451	0.034688995215311
"chr2.506"	"chr2"	36479523	36479690	168	"*"	524.5	12588	24	0.943189260779699	0.00219298245614035
"chr2.507"	"chr2"	36597081	36597520	440	"*"	339.535714285714	9507	28	0.311825402463641	0.0281954887218045
"chr2.508"	"chr2"	36598041	36598746	706	"*"	224.657142857143	7863	35	0.196743113205517	0.087218045112782
"chr2.509"	"chr2"	36688373	36688497	125	"*"	245.05	4901	20	0.935606858120366	0.102631578947368
"chr2.510"	"chr2"	36689059	36689460	402	"*"	276.848484848485	9136	33	0.787441682104945	0.0334928229665072
"chr2.511"	"chr2"	36808344	36808868	525	"*"	325.709090909091	17914	55	0.917953143759425	0.0449760765550239
"chr2.519"	"chr2"	37318413	37318584	172	"*"	884	8840	10	0.675770955072294	0
"chr2.522"	"chr2"	37344297	37344823	527	"*"	164.931034482759	4783	29	0.186807427283559	0.147005444646098
"chr2.525"	"chr2"	37672808	37672961	154	"*"	197.235294117647	3353	17	0.0581231732851931	0.0557275541795666
"chr2.528"	"chr2"	38038190	38038544	355	"*"	287.428571428571	10060	35	0.181041522443235	0.0842105263157895
"chr2.529"	"chr2"	38073689	38073816	128	"*"	205.823529411765	3499	17	0.263654058175416	0.0743034055727554
"chr2.530"	"chr2"	38074593	38074692	100	"*"	173.166666666667	2078	12	0.172144402154654	0.100877192982456
"chr2.532"	"chr2"	38077436	38077736	301	"*"	429.75	8595	20	0.101560441697038	0.0315789473684211
"chr2.535"	"chr2"	38515647	38515809	163	"*"	387.421052631579	7361	19	0.807856758552718	0.0193905817174515
"chr2.536"	"chr2"	38528130	38528342	213	"*"	207.74358974359	8102	39	0.0475645509544896	0.0755735492577598
"chr2.540"	"chr2"	38642292	38642718	427	"*"	227.9	4558	20	0.847308893370395	0.068421052631579
"chr2.541"	"chr2"	38643107	38643408	302	"*"	149.454545454545	3288	22	0.896692194945154	0.186602870813397
"chr2.543"	"chr2"	38749051	38749325	275	"*"	390.894736842105	7427	19	0.580908686134965	0.00831024930747922
"chr2.548"	"chr2"	38960321	38960491	171	"*"	199.032258064516	6170	31	0.053530763563655	0.0747028862478778
"chr2.549"	"chr2"	38960717	38960915	199	"*"	166.684210526316	3167	19	0.748913881035307	0.191135734072022
"chr2.553"	"chr2"	39228596	39228900	305	"*"	489.133333333333	7337	15	0.405829628779708	0.0385964912280702
"chr2.554"	"chr2"	39244283	39244669	387	"*"	236.666666666667	9940	42	0.797679509241385	0.0476190476190476
"chr2.555"	"chr2"	39245056	39245597	542	"*"	242.280701754386	13810	57	0.622718180207136	0.0406278855032318
"chr2.558"	"chr2"	39717069	39717330	262	"*"	602.5	12050	20	0.894282934320922	0.00263157894736842
"chr2.560"	"chr2"	40452377	40452524	148	"*"	259	8029	31	0.0680797522536049	0.0390492359932088
"chr2.561"	"chr2"	41335731	41336023	293	"*"	232.054054054054	8586	37	0.907933151192561	0.0668563300142248
"chr2.563"	"chr2"	42001856	42001993	138	"*"	346.153846153846	4500	13	0.839419630586712	0
"chr2.564"	"chr2"	42101597	42101894	298	"*"	173.571428571429	2430	14	0.286062811531179	0.0902255639097744
"chr2.565"	"chr2"	42102433	42102571	139	"*"	169.388888888889	3049	18	0.376532121286104	0.116959064327485
"chr2.568"	"chr2"	42492310	42492663	354	"*"	254.529411764706	4327	17	0.744196663730072	0.0712074303405573
"chr2.569"	"chr2"	42493114	42493274	161	"*"	168.444444444444	6064	36	0.212276251694389	0.141812865497076
"chr2.574"	"chr2"	42961663	42961828	166	"*"	231.555555555556	4168	18	0.516108576422839	0.0730994152046784
"chr2.575"	"chr2"	43170979	43171200	222	"*"	234.095238095238	4916	21	0.801468417924468	0.050125313283208
"chr2.582"	"chr2"	43637702	43637998	297	"*"	249.977777777778	11249	45	0.0527982358094091	0.0678362573099415
"chr2.583"	"chr2"	43676314	43676550	237	"*"	314.880952380952	13225	42	0.0604594354634813	0.050125313283208
"chr2.585"	"chr2"	43831627	43832262	636	"*"	173.541666666667	8330	48	0.0799409768591381	0.157894736842105
"chr2.587"	"chr2"	44087059	44087551	493	"*"	390.272727272727	17172	44	0.101885190538141	0.0311004784688995
"chr2.590"	"chr2"	44275514	44275953	440	"*"	278.148148148148	7510	27	0.50246033967356	0.0565302144249513
"chr2.591"	"chr2"	44286475	44286827	353	"*"	301.48	7537	25	0.798380034969284	0.08
"chr2.593"	"chr2"	44768728	44769035	308	"*"	208.133333333333	6244	30	0.606151466535288	0.0807017543859649
"chr2.594"	"chr2"	44932225	44932413	189	"*"	334.3	6686	20	0.400188106523521	0.0342105263157895
"chr2.595"	"chr2"	44937700	44938291	592	"*"	157.571428571429	2206	14	0.0563944713002436	0.150375939849624
"chr2.597"	"chr2"	44954961	44955229	269	"*"	394.166666666667	11825	30	0.084424315299601	0.00526315789473684
"chr2.598"	"chr2"	44955364	44956136	773	"*"	172.162790697674	7403	43	0.071451989445114	0.167686658506732
"chr2.599"	"chr2"	45000506	45000588	83	"*"	170.047619047619	3571	21	0.1694743065196	0.0726817042606516
"chr2.600"	"chr2"	45001137	45001620	484	"*"	247.020408163265	12104	49	0.0316237586872761	0.0601503759398496
"chr2.601"	"chr2"	45004644	45004811	168	"*"	265.727272727273	8769	33	0.0512757984123453	0.0542264752791069
"chr2.602"	"chr2"	45006272	45006663	392	"*"	266.567567567568	9863	37	0.372061011082571	0.058321479374111
"chr2.603"	"chr2"	45008312	45008443	132	"*"	221.230769230769	2876	13	0.14264256206878	0.0931174089068826
"chr2.607"	"chr2"	45014388	45014482	95	"*"	260.4375	4167	16	0.10410985661318	0.0592105263157895
"chr2.608"	"chr2"	45168623	45168923	301	"*"	408.095238095238	17140	42	0.0263089471584761	0.025062656641604
"chr2.609"	"chr2"	45170620	45170818	199	"*"	228.529411764706	3885	17	0.263447307518878	0.0928792569659443
"chr2.610"	"chr2"	45170768	45171091	324	"*"	282	10716	38	0.330320189059502	0.038781163434903
"chr2.614"	"chr2"	45916714	45916916	203	"*"	256.058823529412	4353	17	0.908234771613445	0.0464396284829721
"chr2.615"	"chr2"	45917666	45918238	573	"*"	168.076923076923	8740	52	0.95831615452168	0.159919028340081
"chr2.616"	"chr2"	46296651	46296986	336	"*"	150.8125	2413	16	0.0382868245615211	0.164473684210526
"chr2.618"	"chr2"	46299541	46300044	504	"*"	270.229508196721	16484	61	0.0584448201220049	0.0647109577221743
"chr2.619"	"chr2"	46366045	46366175	131	"*"	184.65	3693	20	0.834980678876366	0.102631578947368
"chr2.620"	"chr2"	46385549	46385758	210	"*"	309.266666666667	4639	15	0.889341245112001	0.0140350877192982
"chr2.621"	"chr2"	46385735	46385965	231	"*"	331.105263157895	6291	19	0.792857111952002	0.0526315789473684
"chr2.622"	"chr2"	46480496	46480672	177	"*"	270	7290	27	0.930518725718819	0.0838206627680312
"chr2.626"	"chr2"	46697939	46698195	257	"*"	236.411764705882	4019	17	0.650825913276317	0.065015479876161
"chr2.631"	"chr2"	47107383	47107497	115	"*"	179.166666666667	3225	18	0.918639772753235	0.0760233918128655
"chr2.632"	"chr2"	47155172	47155556	385	"*"	227.361111111111	8185	36	0.890985446481249	0.119883040935673
"chr2.637"	"chr2"	47369963	47370193	231	"*"	210.739130434783	4847	23	0.129607115175446	0.080091533180778
"chr2.642"	"chr2"	47697414	47697556	143	"*"	241.307692307692	3137	13	0.589414132317108	0.0202429149797571
"chr2.648"	"chr2"	48617573	48617958	386	"*"	246.5	13804	56	0.749109405283379	0.0742481203007519
"chr2.649"	"chr2"	48755484	48755732	249	"*"	254.927272727273	14021	55	0.12853950546302	0.0602870813397129
"chr2.650"	"chr2"	48916100	48916455	356	"*"	353.428571428571	12370	35	0.858343712349877	0.00300751879699248
"chr2.651"	"chr2"	49154983	49155285	303	"*"	788.285714285714	11036	14	0.612044863268847	0
"chr2.653"	"chr2"	49974186	49974374	189	"*"	580.47619047619	12190	21	0.201007279548028	0
"chr2.654"	"chr2"	50347320	50347707	388	"*"	277.585365853659	11381	41	0.0820831342305028	0.0295250320924262
"chr2.655"	"chr2"	50829651	50829756	106	"*"	519.541666666667	12469	24	0.944067316257361	0.0043859649122807
"chr2.656"	"chr2"	50847681	50847802	122	"*"	278.736842105263	5296	19	0.87330874955757	0.0498614958448753
"chr2.657"	"chr2"	51026755	51027032	278	"*"	496.052631578947	9425	19	0.863206231847966	0.0332409972299169
"chr2.658"	"chr2"	51581771	51581919	149	"*"	349.454545454545	7688	22	0.89850556495362	0.0215311004784689
"chr2.659"	"chr2"	51779520	51779724	205	"*"	246.857142857143	5184	21	0.861521933773721	0.0601503759398496
"chr2.660"	"chr2"	51780321	51780656	336	"*"	174.354838709677	5405	31	0.901188666090142	0.147707979626486
"chr2.661"	"chr2"	52006828	52006967	140	"*"	166.75	2668	16	0.889848636300585	0.180921052631579
"chr2.662"	"chr2"	52007633	52008383	751	"*"	214.345454545455	11789	55	0.860182899392648	0.0727272727272727
"chr2.663"	"chr2"	52570684	52570788	105	"*"	228.733333333333	3431	15	0.923357830047389	0.0736842105263158
"chr2.664"	"chr2"	53356409	53356661	253	"*"	272.294117647059	4629	17	0.875846923737804	0.065015479876161
"chr2.668"	"chr2"	53859981	53860286	306	"*"	201.826086956522	4642	23	0.282921620196894	0.109839816933638
"chr2.672"	"chr2"	54290012	54290349	338	"*"	402.630434782609	18521	46	0.841145489645538	0.0183066361556064
"chr2.674"	"chr2"	54455722	54455996	275	"*"	421.575757575758	13912	33	0.0192925400470043	0.0271132376395534
"chr2.676"	"chr2"	54673862	54674022	161	"*"	408.428571428571	5718	14	0.205527941943062	0.0263157894736842
"chr2.679"	"chr2"	54725048	54725378	331	"*"	265.071428571429	7422	28	0.0791115185605213	0.0902255639097744
"chr2.689"	"chr2"	55923109	55923299	191	"*"	526.96	13174	25	0.0947158535080026	0.00210526315789474
"chr2.691"	"chr2"	57802328	57802504	177	"*"	833.347826086957	19167	23	0.932282546653855	0.0137299771167048
"chr2.695"	"chr2"	58275772	58276094	323	"*"	333.8	10014	30	0.834414948658823	0.0385964912280702
"chr2.697"	"chr2"	58460867	58460977	111	"*"	427.208333333333	10253	24	0.936634874761815	0.0416666666666667
"chr2.698"	"chr2"	59249856	59250248	393	"*"	560.416666666667	13450	24	0.35863530027331	0.0153508771929825
"chr2.699"	"chr2"	60298288	60298608	321	"*"	397.636363636364	8748	22	0.378430864152779	0.0358851674641148
"chr2.706"	"chr2"	60585370	60585645	276	"*"	213.424242424242	7043	33	0.889821103333682	0.10207336523126
"chr2.713"	"chr2"	61143581	61143926	346	"*"	166.2	1662	10	0.925709753664845	0.173684210526316
"chr2.714"	"chr2"	61144693	61145227	535	"*"	591.295081967213	36069	61	0.273584104598385	0.00517687661777394
"chr2.725"	"chr2"	62457210	62457617	408	"*"	254.352941176471	4324	17	0.195440881127475	0.0557275541795666
"chr2.727"	"chr2"	62570725	62570852	128	"*"	221.823529411765	3771	17	0.225587658968089	0.105263157894737
"chr2.729"	"chr2"	63047280	63047574	295	"*"	228.1875	7302	32	0.201259867055088	0.118421052631579
"chr2.730"	"chr2"	63047693	63047918	226	"*"	144.722222222222	2605	18	0.0723961684085579	0.169590643274854
"chr2.731"	"chr2"	63047766	63047851	86	"*"	135.772727272727	2987	22	0.0657881478906533	0.251196172248804
"chr2.732"	"chr2"	63049750	63050228	479	"*"	252.404255319149	11863	47	0.0551834792399314	0.0559910414333707
"chr2.734"	"chr2"	63052462	63052602	141	"*"	397.375	6358	16	0.40704965614036	0
"chr2.735"	"chr2"	63053241	63053315	75	"*"	149.769230769231	1947	13	0.219354699176534	0.121457489878543
"chr2.736"	"chr2"	63053901	63054212	312	"*"	172.333333333333	10340	60	0.0279366663728851	0.156140350877193
"chr2.737"	"chr2"	63055676	63055894	219	"*"	193.5	7740	40	0.0296000560320329	0.115789473684211
"chr2.738"	"chr2"	63056660	63057031	372	"*"	222.191489361702	10443	47	0.0668472182921707	0.0907054871220605
"chr2.739"	"chr2"	63057633	63057695	63	"*"	224.8125	3597	16	0.405767012026394	0.0493421052631579
"chr2.740"	"chr2"	63058823	63058921	99	"*"	202.896551724138	5884	29	0.0792111480082642	0.0526315789473684
"chr2.745"	"chr2"	63842548	63842710	163	"*"	370.608695652174	8524	23	0.0403141869660694	0.0183066361556064
"chr2.746"	"chr2"	63989630	63990176	547	"*"	313.714285714286	6588	21	0.95481416888129	0.0551378446115288
"chr2.750"	"chr2"	64204112	64204454	343	"*"	326.333333333333	6853	21	0.334627991916211	0.0325814536340852
"chr2.754"	"chr2"	64606972	64607372	401	"*"	354.173913043478	8146	23	0.446253113493736	0.0183066361556064
"chr2.755"	"chr2"	64636247	64636571	325	"*"	236	7552	32	0.735536746348563	0.0986842105263158
"chr2.756"	"chr2"	64643356	64643475	120	"*"	246.307692307692	3202	13	0.545778306986458	0.0850202429149798
"chr2.757"	"chr2"	64645196	64645423	228	"*"	428.40625	13709	32	0.015896579908632	0.0164473684210526
"chr2.767"	"chr2"	64899468	64899705	238	"*"	165.842105263158	3151	19	0.901881055103748	0.138504155124654
"chr2.768"	"chr2"	64969837	64970189	353	"*"	198.941176470588	6764	34	0.815364698387702	0.0990712074303406
"chr2.774"	"chr2"	65205022	65205136	115	"*"	169.478260869565	3898	23	0.895375577814315	0.153318077803204
"chr2.776"	"chr2"	65344664	65344903	240	"*"	405.666666666667	9736	24	0.70311838748082	0.0153508771929825
"chr2.777"	"chr2"	65366585	65366800	216	"*"	698.875	11182	16	0.166132147136456	0
"chr2.779"	"chr2"	66426875	66427080	206	"*"	187.928571428571	2631	14	0.166385584309306	0.0789473684210526
"chr2.780"	"chr2"	66426904	66427034	131	"*"	276.777777777778	4982	18	0.114022075827371	0.0233918128654971
"chr2.781"	"chr2"	66433463	66433805	343	"*"	300.416666666667	10815	36	0.0292053835584005	0.0628654970760234
"chr2.783"	"chr2"	66437335	66437931	597	"*"	316.210526315789	12016	38	0.311794398650785	0.0290858725761773
"chr2.784"	"chr2"	66438258	66438336	79	"*"	193.933333333333	2909	15	0.428625506974801	0.101754385964912
"chr2.785"	"chr2"	66439320	66439643	324	"*"	198.631578947368	3774	19	0.324246406080695	0.07202216066482
"chr2.786"	"chr2"	66440240	66440491	252	"*"	307.964285714286	8623	28	0.243968542929344	0.0225563909774436
"chr2.787"	"chr2"	66440671	66440970	300	"*"	367.275	14691	40	0.200525987270054	0.0171052631578947
"chr2.788"	"chr2"	66444346	66444664	319	"*"	315	10710	34	0.678587053641719	0.0371517027863777
"chr2.789"	"chr2"	66445105	66445792	688	"*"	234.365853658537	19218	82	0.488140080269074	0.082798459563543
"chr2.790"	"chr2"	66446180	66446348	169	"*"	242.428571428571	5091	21	0.552867555608313	0.0426065162907268
"chr2.792"	"chr2"	66576131	66576609	479	"*"	216.105263157895	4106	19	0.0590944788200721	0.07202216066482
"chr2.793"	"chr2"	66577345	66577644	300	"*"	201.161290322581	6236	31	0.0419434259196367	0.067911714770798
"chr2.794"	"chr2"	66578175	66578316	142	"*"	168.055555555556	3025	18	0.112627542082287	0.16374269005848
"chr2.795"	"chr2"	66582641	66582884	244	"*"	291.125	4658	16	0.381780111856739	0.0361842105263158
"chr2.796"	"chr2"	66583183	66583531	349	"*"	428.888888888889	11580	27	0.377387206200316	0.0272904483430799
"chr2.802"	"chr2"	68319316	68319797	482	"*"	147.304347826087	3388	23	0.0476752881709003	0.167048054919908
"chr2.803"	"chr2"	68365213	68365365	153	"*"	269.4	2694	10	0.615375389842953	0.0736842105263158
"chr2.804"	"chr2"	68448590	68448830	241	"*"	247.862068965517	7188	29	0.838094079513323	0.0725952813067151
"chr2.807"	"chr2"	68654958	68655495	538	"*"	560.316666666667	33619	60	0.902177409032033	0.00701754385964912
"chr2.808"	"chr2"	68774492	68775336	845	"*"	273.719298245614	15602	57	0.511314882786687	0.0433979686057248
"chr2.814"	"chr2"	69623043	69623278	236	"*"	273.052631578947	5188	19	0.858574446282476	0.038781163434903
"chr2.815"	"chr2"	69642830	69643404	575	"*"	247.375	9895	40	0.0344226883353238	0.0671052631578947
"chr2.820"	"chr2"	69895032	69895272	241	"*"	275.48717948718	10744	39	0.728505095877833	0.0620782726045884
"chr2.824"	"chr2"	69948958	69949187	230	"*"	173.52380952381	3644	21	0.668631282867212	0.145363408521303
"chr2.825"	"chr2"	69961355	69961535	181	"*"	167.653846153846	4359	26	0.925616674368572	0.143724696356275
"chr2.826"	"chr2"	70086031	70086259	229	"*"	128.692307692308	1673	13	0.469684362866308	0.218623481781377
"chr2.835"	"chr2"	70257395	70257583	189	"*"	419.153846153846	5449	13	0.219274539655573	0.0121457489878543
"chr2.843"	"chr2"	70790436	70790547	112	"*"	220.913043478261	5081	23	0.0629914314498286	0.0480549199084668
"chr2.844"	"chr2"	70871471	70872133	663	"*"	254.55	10182	40	0.136820487453522	0.0407894736842105
"chr2.845"	"chr2"	70887579	70888103	525	"*"	219.178571428571	6137	28	0.0514659315800612	0.0601503759398496
"chr2.846"	"chr2"	70888798	70889376	579	"*"	182.458333333333	13137	72	0.0640679563977543	0.0935672514619883
"chr2.847"	"chr2"	70889484	70889705	222	"*"	320.235294117647	10888	34	0.155092175558592	0.0340557275541796
"chr2.848"	"chr2"	70897306	70897446	141	"*"	328.25	6565	20	0.202790020061228	0.0131578947368421
"chr2.849"	"chr2"	70899451	70900223	773	"*"	216.538461538462	11260	52	0.0576968304858278	0.109311740890688
"chr2.850"	"chr2"	70904399	70904680	282	"*"	222.1	6663	30	0.574846703627195	0.0824561403508772
"chr2.851"	"chr2"	70906632	70907830	1199	"*"	399.122448979592	39114	98	0.335458127500054	0.0290010741138561
"chr2.855"	"chr2"	70978078	70978338	261	"*"	478.294117647059	8131	17	0.215792757505489	0
"chr2.857"	"chr2"	71024023	71024124	102	"*"	337	4718	14	0.284110852821248	0.0338345864661654
"chr2.858"	"chr2"	71024263	71024593	331	"*"	456.214285714286	12774	28	0.677956165085812	0.0150375939849624
"chr2.861"	"chr2"	71092487	71093014	528	"*"	211.972222222222	7631	36	0.890161495569065	0.108187134502924
"chr2.868"	"chr2"	71852136	71852393	258	"*"	165.347826086957	3803	23	0.41165861467775	0.157894736842105
"chr2.871"	"chr2"	72147087	72147204	118	"*"	271.384615384615	3528	13	0.0463831009941833	0.0364372469635627
"chr2.873"	"chr2"	72149931	72150032	102	"*"	181.758620689655	5271	29	0.0316725270051177	0.128856624319419
"chr2.874"	"chr2"	72825783	72826362	580	"*"	409.957446808511	19268	47	0.207459991291936	0.0526315789473684
"chr2.882"	"chr2"	73070139	73070347	209	"*"	300.5	4207	14	0.192544329411544	0.0488721804511278
"chr2.886"	"chr2"	73203161	73203261	101	"*"	139.642857142857	1955	14	0.128062707040955	0.154135338345865
"chr2.890"	"chr2"	73268652	73268879	228	"*"	245.962962962963	6641	27	0.31991074707452	0.0994152046783626
"chr2.891"	"chr2"	73291047	73291634	588	"*"	171.533333333333	10292	60	0.0718240623241613	0.114912280701754
"chr2.895"	"chr2"	73644722	73644837	116	"*"	395.833333333333	4750	12	0.653915426097347	0
"chr2.896"	"chr2"	73701184	73701471	288	"*"	235.846153846154	6132	26	0.432719350416615	0.111336032388664
"chr2.900"	"chr2"	73830885	73831060	176	"*"	250.2	3753	15	0.878137445302293	0.0421052631578947
"chr2.901"	"chr2"	73925882	73926191	310	"*"	605.947368421053	11513	19	0.432757248109087	0
"chr2.903"	"chr2"	73983723	73983833	111	"*"	181.35	3627	20	0.259563632971055	0.131578947368421
"chr2.904"	"chr2"	74102610	74102743	134	"*"	261.4	2614	10	0.958839977959464	0.0526315789473684
"chr2.905"	"chr2"	74120064	74120205	142	"*"	219	3723	17	0.0673243474808849	0.0773993808049536
"chr2.906"	"chr2"	74120448	74120650	203	"*"	169.357142857143	4742	28	0.0481214198096879	0.110902255639098
"chr2.907"	"chr2"	74130384	74130749	366	"*"	158.933333333333	7152	45	0.500197698446287	0.109941520467836
