"seqnames"	"start"	"end"	"width"	"strand"	"site_reads"	"site_mean"	"block"
"chr2.559026"	"chr2"	559026	559026	1	"*"	213	11.2105263157895	"chr2.25"
"chr2.559027"	"chr2"	559027	559027	1	"*"	327	17.2105263157895	"chr2.25"
"chr2.559031"	"chr2"	559031	559031	1	"*"	212	11.1578947368421	"chr2.25"
"chr2.559032"	"chr2"	559032	559032	1	"*"	340	17.8947368421053	"chr2.25"
"chr2.559042"	"chr2"	559042	559042	1	"*"	192	11.2941176470588	"chr2.25"
"chr2.559043"	"chr2"	559043	559043	1	"*"	340	17.8947368421053	"chr2.25"
"chr2.559081"	"chr2"	559081	559081	1	"*"	325	17.1052631578947	"chr2.25"
"chr2.559092"	"chr2"	559092	559092	1	"*"	309	16.2631578947368	"chr2.25"
"chr2.592681"	"chr2"	592681	592681	1	"*"	393	20.6842105263158	"chr2.26"
"chr2.592682"	"chr2"	592682	592682	1	"*"	325	17.1052631578947	"chr2.26"
"chr2.592697"	"chr2"	592697	592697	1	"*"	432	24	"chr2.26"
"chr2.592698"	"chr2"	592698	592698	1	"*"	319	16.7894736842105	"chr2.26"
"chr2.592752"	"chr2"	592752	592752	1	"*"	479	25.2105263157895	"chr2.26"
"chr2.592753"	"chr2"	592753	592753	1	"*"	321	16.8947368421053	"chr2.26"
"chr2.592800"	"chr2"	592800	592800	1	"*"	444	23.3684210526316	"chr2.26"
"chr2.592801"	"chr2"	592801	592801	1	"*"	292	15.3684210526316	"chr2.26"
"chr2.592809"	"chr2"	592809	592809	1	"*"	418	22	"chr2.26"
"chr2.592810"	"chr2"	592810	592810	1	"*"	287	15.1052631578947	"chr2.26"
"chr2.592837"	"chr2"	592837	592837	1	"*"	368	19.3684210526316	"chr2.26"
"chr2.592838"	"chr2"	592838	592838	1	"*"	225	12.5	"chr2.26"
"chr2.592868"	"chr2"	592868	592868	1	"*"	285	15	"chr2.26"
"chr2.592869"	"chr2"	592869	592869	1	"*"	175	10.2941176470588	"chr2.26"
"chr2.592928"	"chr2"	592928	592928	1	"*"	130	8.66666666666667	"chr2.26"
"chr2.593281"	"chr2"	593281	593281	1	"*"	324	18	"chr2.27"
"chr2.593315"	"chr2"	593315	593315	1	"*"	136	9.06666666666667	"chr2.27"
"chr2.593316"	"chr2"	593316	593316	1	"*"	472	24.8421052631579	"chr2.27"
"chr2.593345"	"chr2"	593345	593345	1	"*"	205	12.0588235294118	"chr2.27"
"chr2.593346"	"chr2"	593346	593346	1	"*"	571	30.0526315789474	"chr2.27"
"chr2.593347"	"chr2"	593347	593347	1	"*"	213	11.8333333333333	"chr2.27"
"chr2.593348"	"chr2"	593348	593348	1	"*"	570	30	"chr2.27"
"chr2.593363"	"chr2"	593363	593363	1	"*"	237	12.4736842105263	"chr2.27"
"chr2.593364"	"chr2"	593364	593364	1	"*"	532	28	"chr2.27"
"chr2.593376"	"chr2"	593376	593376	1	"*"	224	12.4444444444444	"chr2.27"
"chr2.593377"	"chr2"	593377	593377	1	"*"	522	27.4736842105263	"chr2.27"
"chr2.593391"	"chr2"	593391	593391	1	"*"	213	12.5294117647059	"chr2.27"
"chr2.593392"	"chr2"	593392	593392	1	"*"	480	25.2631578947368	"chr2.27"
"chr2.593394"	"chr2"	593394	593394	1	"*"	200	12.5	"chr2.27"
"chr2.593395"	"chr2"	593395	593395	1	"*"	471	24.7894736842105	"chr2.27"
"chr2.593413"	"chr2"	593413	593413	1	"*"	210	12.3529411764706	"chr2.27"
"chr2.593414"	"chr2"	593414	593414	1	"*"	442	23.2631578947368	"chr2.27"
"chr2.594950"	"chr2"	594950	594950	1	"*"	117	7.8	"chr2.28"
"chr2.594951"	"chr2"	594951	594951	1	"*"	352	18.5263157894737	"chr2.28"
"chr2.594955"	"chr2"	594955	594955	1	"*"	133	8.86666666666667	"chr2.28"
"chr2.594956"	"chr2"	594956	594956	1	"*"	352	18.5263157894737	"chr2.28"
"chr2.594966"	"chr2"	594966	594966	1	"*"	174	10.2352941176471	"chr2.28"
"chr2.594967"	"chr2"	594967	594967	1	"*"	366	19.2631578947368	"chr2.28"
"chr2.594997"	"chr2"	594997	594997	1	"*"	234	13	"chr2.28"
"chr2.594998"	"chr2"	594998	594998	1	"*"	342	18	"chr2.28"
"chr2.595022"	"chr2"	595022	595022	1	"*"	289	15.2105263157895	"chr2.28"
"chr2.595023"	"chr2"	595023	595023	1	"*"	331	17.4210526315789	"chr2.28"
"chr2.595043"	"chr2"	595043	595043	1	"*"	291	16.1666666666667	"chr2.28"
"chr2.595044"	"chr2"	595044	595044	1	"*"	323	17	"chr2.28"
"chr2.595071"	"chr2"	595071	595071	1	"*"	318	16.7368421052632	"chr2.28"
"chr2.595072"	"chr2"	595072	595072	1	"*"	295	15.5263157894737	"chr2.28"
"chr2.595164"	"chr2"	595164	595164	1	"*"	179	9.94444444444444	"chr2.28"
"chr2.595173"	"chr2"	595173	595173	1	"*"	139	9.26666666666667	"chr2.28"
"chr2.595182"	"chr2"	595182	595182	1	"*"	140	9.33333333333333	"chr2.28"
"chr2.595194"	"chr2"	595194	595194	1	"*"	120	8.57142857142857	"chr2.28"
"chr2.595223"	"chr2"	595223	595223	1	"*"	98	7	"chr2.28"
"chr2.595273"	"chr2"	595273	595273	1	"*"	160	9.41176470588235	"chr2.28"
"chr2.595283"	"chr2"	595283	595283	1	"*"	181	10.6470588235294	"chr2.28"
"chr2.595313"	"chr2"	595313	595313	1	"*"	226	11.8947368421053	"chr2.28"
"chr2.595332"	"chr2"	595332	595332	1	"*"	238	12.5263157894737	"chr2.28"
"chr2.595364"	"chr2"	595364	595364	1	"*"	200	10.5263157894737	"chr2.28"
"chr2.595366"	"chr2"	595366	595366	1	"*"	198	10.4210526315789	"chr2.28"
"chr2.595405"	"chr2"	595405	595405	1	"*"	140	8.23529411764706	"chr2.28"
"chr2.620107"	"chr2"	620107	620107	1	"*"	522	27.4736842105263	"chr2.29"
"chr2.620177"	"chr2"	620177	620177	1	"*"	258	13.5789473684211	"chr2.29"
"chr2.620178"	"chr2"	620178	620178	1	"*"	291	16.1666666666667	"chr2.29"
"chr2.620191"	"chr2"	620191	620191	1	"*"	219	11.5263157894737	"chr2.29"
"chr2.620192"	"chr2"	620192	620192	1	"*"	253	14.0555555555556	"chr2.29"
"chr2.620203"	"chr2"	620203	620203	1	"*"	174	9.66666666666667	"chr2.29"
"chr2.620204"	"chr2"	620204	620204	1	"*"	220	13.75	"chr2.29"
"chr2.620210"	"chr2"	620210	620210	1	"*"	139	8.17647058823529	"chr2.29"
"chr2.620211"	"chr2"	620211	620211	1	"*"	206	12.875	"chr2.29"
"chr2.620220"	"chr2"	620220	620220	1	"*"	201	12.5625	"chr2.29"
"chr2.620224"	"chr2"	620224	620224	1	"*"	196	12.25	"chr2.29"
"chr2.620251"	"chr2"	620251	620251	1	"*"	173	10.8125	"chr2.29"
"chr2.620257"	"chr2"	620257	620257	1	"*"	159	10.6	"chr2.29"
"chr2.620266"	"chr2"	620266	620266	1	"*"	152	10.1333333333333	"chr2.29"
"chr2.620311"	"chr2"	620311	620311	1	"*"	166	9.76470588235294	"chr2.29"
"chr2.620343"	"chr2"	620343	620343	1	"*"	114	8.14285714285714	"chr2.29"
"chr2.620344"	"chr2"	620344	620344	1	"*"	174	11.6	"chr2.29"
"chr2.620352"	"chr2"	620352	620352	1	"*"	115	7.66666666666667	"chr2.29"
"chr2.620353"	"chr2"	620353	620353	1	"*"	154	11	"chr2.29"
"chr2.620778"	"chr2"	620778	620778	1	"*"	105	7.5	"chr2.30"
"chr2.620786"	"chr2"	620786	620786	1	"*"	131	8.1875	"chr2.30"
"chr2.620788"	"chr2"	620788	620788	1	"*"	133	8.3125	"chr2.30"
"chr2.620795"	"chr2"	620795	620795	1	"*"	205	13.6666666666667	"chr2.30"
"chr2.620796"	"chr2"	620796	620796	1	"*"	155	9.6875	"chr2.30"
"chr2.620817"	"chr2"	620817	620817	1	"*"	241	14.1764705882353	"chr2.30"
"chr2.620818"	"chr2"	620818	620818	1	"*"	191	10.6111111111111	"chr2.30"
"chr2.620827"	"chr2"	620827	620827	1	"*"	268	14.8888888888889	"chr2.30"
"chr2.620828"	"chr2"	620828	620828	1	"*"	190	10.5555555555556	"chr2.30"
"chr2.620840"	"chr2"	620840	620840	1	"*"	269	14.9444444444444	"chr2.30"
"chr2.620841"	"chr2"	620841	620841	1	"*"	197	10.9444444444444	"chr2.30"
"chr2.620937"	"chr2"	620937	620937	1	"*"	339	18.8333333333333	"chr2.30"
"chr2.620938"	"chr2"	620938	620938	1	"*"	134	8.375	"chr2.30"
"chr2.620939"	"chr2"	620939	620939	1	"*"	337	18.7222222222222	"chr2.30"
"chr2.620940"	"chr2"	620940	620940	1	"*"	125	8.33333333333333	"chr2.30"
"chr2.620941"	"chr2"	620941	620941	1	"*"	342	19	"chr2.30"
"chr2.620942"	"chr2"	620942	620942	1	"*"	120	8	"chr2.30"
"chr2.620946"	"chr2"	620946	620946	1	"*"	330	18.3333333333333	"chr2.30"
"chr2.620947"	"chr2"	620947	620947	1	"*"	114	7.6	"chr2.30"
"chr2.620979"	"chr2"	620979	620979	1	"*"	308	17.1111111111111	"chr2.30"
"chr2.620988"	"chr2"	620988	620988	1	"*"	291	16.1666666666667	"chr2.30"
"chr2.620992"	"chr2"	620992	620992	1	"*"	284	15.7777777777778	"chr2.30"
"chr2.621006"	"chr2"	621006	621006	1	"*"	272	15.1111111111111	"chr2.30"
"chr2.621008"	"chr2"	621008	621008	1	"*"	272	15.1111111111111	"chr2.30"
"chr2.621017"	"chr2"	621017	621017	1	"*"	249	13.8333333333333	"chr2.30"
"chr2.621020"	"chr2"	621020	621020	1	"*"	244	13.5555555555556	"chr2.30"
"chr2.621028"	"chr2"	621028	621028	1	"*"	213	13.3125	"chr2.30"
"chr2.621057"	"chr2"	621057	621057	1	"*"	166	11.8571428571429	"chr2.30"
"chr2.621069"	"chr2"	621069	621069	1	"*"	128	9.14285714285714	"chr2.30"
"chr2.628781"	"chr2"	628781	628781	1	"*"	114	8.14285714285714	"chr2.31"
"chr2.628800"	"chr2"	628800	628800	1	"*"	198	11.6470588235294	"chr2.31"
"chr2.628801"	"chr2"	628801	628801	1	"*"	163	10.8666666666667	"chr2.31"
"chr2.628818"	"chr2"	628818	628818	1	"*"	275	14.4736842105263	"chr2.31"
"chr2.628819"	"chr2"	628819	628819	1	"*"	259	13.6315789473684	"chr2.31"
"chr2.628881"	"chr2"	628881	628881	1	"*"	403	21.2105263157895	"chr2.31"
"chr2.628882"	"chr2"	628882	628882	1	"*"	596	31.3684210526316	"chr2.31"
"chr2.628910"	"chr2"	628910	628910	1	"*"	420	22.1052631578947	"chr2.31"
"chr2.628911"	"chr2"	628911	628911	1	"*"	663	34.8947368421053	"chr2.31"
"chr2.628922"	"chr2"	628922	628922	1	"*"	420	22.1052631578947	"chr2.31"
"chr2.628923"	"chr2"	628923	628923	1	"*"	686	36.1052631578947	"chr2.31"
"chr2.628928"	"chr2"	628928	628928	1	"*"	420	22.1052631578947	"chr2.31"
"chr2.628929"	"chr2"	628929	628929	1	"*"	701	36.8947368421053	"chr2.31"
"chr2.628940"	"chr2"	628940	628940	1	"*"	404	21.2631578947368	"chr2.31"
"chr2.628941"	"chr2"	628941	628941	1	"*"	747	39.3157894736842	"chr2.31"
"chr2.628949"	"chr2"	628949	628949	1	"*"	412	21.6842105263158	"chr2.31"
"chr2.628950"	"chr2"	628950	628950	1	"*"	798	42	"chr2.31"
"chr2.628958"	"chr2"	628958	628958	1	"*"	368	19.3684210526316	"chr2.31"
"chr2.628959"	"chr2"	628959	628959	1	"*"	784	41.2631578947368	"chr2.31"
"chr2.628964"	"chr2"	628964	628964	1	"*"	351	18.4736842105263	"chr2.31"
"chr2.628965"	"chr2"	628965	628965	1	"*"	800	42.1052631578947	"chr2.31"
"chr2.629016"	"chr2"	629016	629016	1	"*"	333	17.5263157894737	"chr2.31"
"chr2.629017"	"chr2"	629017	629017	1	"*"	733	38.5789473684211	"chr2.31"
"chr2.629022"	"chr2"	629022	629022	1	"*"	329	17.3157894736842	"chr2.31"
"chr2.629023"	"chr2"	629023	629023	1	"*"	717	37.7368421052632	"chr2.31"
"chr2.629046"	"chr2"	629046	629046	1	"*"	250	14.7058823529412	"chr2.31"
"chr2.629047"	"chr2"	629047	629047	1	"*"	632	33.2631578947368	"chr2.31"
"chr2.629072"	"chr2"	629072	629072	1	"*"	215	12.6470588235294	"chr2.31"
"chr2.629073"	"chr2"	629073	629073	1	"*"	616	32.4210526315789	"chr2.31"
"chr2.629077"	"chr2"	629077	629077	1	"*"	197	11.5882352941176	"chr2.31"
"chr2.629078"	"chr2"	629078	629078	1	"*"	598	31.4736842105263	"chr2.31"
"chr2.629086"	"chr2"	629086	629086	1	"*"	182	10.7058823529412	"chr2.31"
"chr2.629087"	"chr2"	629087	629087	1	"*"	609	32.0526315789474	"chr2.31"
"chr2.629097"	"chr2"	629097	629097	1	"*"	175	10.9375	"chr2.31"
"chr2.629098"	"chr2"	629098	629098	1	"*"	603	31.7368421052632	"chr2.31"
"chr2.629119"	"chr2"	629119	629119	1	"*"	152	10.1333333333333	"chr2.31"
"chr2.629120"	"chr2"	629120	629120	1	"*"	596	31.3684210526316	"chr2.31"
"chr2.629121"	"chr2"	629121	629121	1	"*"	151	10.0666666666667	"chr2.31"
"chr2.629122"	"chr2"	629122	629122	1	"*"	595	31.3157894736842	"chr2.31"
"chr2.629139"	"chr2"	629139	629139	1	"*"	124	8.85714285714286	"chr2.31"
"chr2.629140"	"chr2"	629140	629140	1	"*"	597	31.4210526315789	"chr2.31"
"chr2.629152"	"chr2"	629152	629152	1	"*"	556	29.2631578947368	"chr2.31"
"chr2.629156"	"chr2"	629156	629156	1	"*"	553	29.1052631578947	"chr2.31"
"chr2.629167"	"chr2"	629167	629167	1	"*"	488	25.6842105263158	"chr2.31"
"chr2.629185"	"chr2"	629185	629185	1	"*"	409	21.5263157894737	"chr2.31"
"chr2.629190"	"chr2"	629190	629190	1	"*"	382	20.1052631578947	"chr2.31"
"chr2.629226"	"chr2"	629226	629226	1	"*"	284	14.9473684210526	"chr2.31"
"chr2.636073"	"chr2"	636073	636073	1	"*"	222	11.6842105263158	"chr2.32"
"chr2.636074"	"chr2"	636074	636074	1	"*"	142	8.875	"chr2.32"
"chr2.636090"	"chr2"	636090	636090	1	"*"	231	12.8333333333333	"chr2.32"
"chr2.636091"	"chr2"	636091	636091	1	"*"	154	10.2666666666667	"chr2.32"
"chr2.636122"	"chr2"	636122	636122	1	"*"	296	15.5789473684211	"chr2.32"
"chr2.636123"	"chr2"	636123	636123	1	"*"	156	10.4	"chr2.32"
"chr2.636125"	"chr2"	636125	636125	1	"*"	297	15.6315789473684	"chr2.32"
"chr2.636126"	"chr2"	636126	636126	1	"*"	150	10	"chr2.32"
"chr2.636153"	"chr2"	636153	636153	1	"*"	300	15.7894736842105	"chr2.32"
"chr2.636167"	"chr2"	636167	636167	1	"*"	277	14.5789473684211	"chr2.32"
"chr2.636183"	"chr2"	636183	636183	1	"*"	248	13.0526315789474	"chr2.32"
"chr2.636187"	"chr2"	636187	636187	1	"*"	222	12.3333333333333	"chr2.32"
"chr2.636190"	"chr2"	636190	636190	1	"*"	213	11.8333333333333	"chr2.32"
"chr2.636209"	"chr2"	636209	636209	1	"*"	150	9.375	"chr2.32"
"chr2.636212"	"chr2"	636212	636212	1	"*"	131	8.73333333333333	"chr2.32"
"chr2.637490"	"chr2"	637490	637490	1	"*"	430	22.6315789473684	"chr2.33"
"chr2.637491"	"chr2"	637491	637491	1	"*"	404	21.2631578947368	"chr2.33"
"chr2.637499"	"chr2"	637499	637499	1	"*"	375	19.7368421052632	"chr2.33"
"chr2.637501"	"chr2"	637501	637501	1	"*"	421	22.1578947368421	"chr2.33"
"chr2.637502"	"chr2"	637502	637502	1	"*"	374	19.6842105263158	"chr2.33"
"chr2.637522"	"chr2"	637522	637522	1	"*"	412	21.6842105263158	"chr2.33"
"chr2.637523"	"chr2"	637523	637523	1	"*"	341	17.9473684210526	"chr2.33"
"chr2.637534"	"chr2"	637534	637534	1	"*"	410	21.5789473684211	"chr2.33"
"chr2.637535"	"chr2"	637535	637535	1	"*"	339	17.8421052631579	"chr2.33"
"chr2.637564"	"chr2"	637564	637564	1	"*"	526	27.6842105263158	"chr2.33"
"chr2.637565"	"chr2"	637565	637565	1	"*"	336	17.6842105263158	"chr2.33"
"chr2.637602"	"chr2"	637602	637602	1	"*"	662	34.8421052631579	"chr2.33"
"chr2.637603"	"chr2"	637603	637603	1	"*"	316	16.6315789473684	"chr2.33"
"chr2.637620"	"chr2"	637620	637620	1	"*"	688	36.2105263157895	"chr2.33"
"chr2.637621"	"chr2"	637621	637621	1	"*"	290	15.2631578947368	"chr2.33"
"chr2.660566"	"chr2"	660566	660566	1	"*"	200	12.5	"chr2.34"
"chr2.660667"	"chr2"	660667	660667	1	"*"	406	21.3684210526316	"chr2.34"
"chr2.660668"	"chr2"	660668	660668	1	"*"	221	12.2777777777778	"chr2.34"
"chr2.660670"	"chr2"	660670	660670	1	"*"	414	21.7894736842105	"chr2.34"
"chr2.660671"	"chr2"	660671	660671	1	"*"	218	12.1111111111111	"chr2.34"
"chr2.660679"	"chr2"	660679	660679	1	"*"	418	22	"chr2.34"
"chr2.660680"	"chr2"	660680	660680	1	"*"	250	13.8888888888889	"chr2.34"
"chr2.660681"	"chr2"	660681	660681	1	"*"	420	22.1052631578947	"chr2.34"
"chr2.660682"	"chr2"	660682	660682	1	"*"	256	14.2222222222222	"chr2.34"
"chr2.660692"	"chr2"	660692	660692	1	"*"	427	22.4736842105263	"chr2.34"
"chr2.660693"	"chr2"	660693	660693	1	"*"	299	16.6111111111111	"chr2.34"
"chr2.660728"	"chr2"	660728	660728	1	"*"	367	19.3157894736842	"chr2.34"
"chr2.660729"	"chr2"	660729	660729	1	"*"	367	20.3888888888889	"chr2.34"
"chr2.660753"	"chr2"	660753	660753	1	"*"	316	17.5555555555556	"chr2.34"
"chr2.660754"	"chr2"	660754	660754	1	"*"	337	18.7222222222222	"chr2.34"
"chr2.660780"	"chr2"	660780	660780	1	"*"	253	13.3157894736842	"chr2.34"
"chr2.660781"	"chr2"	660781	660781	1	"*"	286	15.0526315789474	"chr2.34"
"chr2.660799"	"chr2"	660799	660799	1	"*"	229	12.7222222222222	"chr2.34"
"chr2.660800"	"chr2"	660800	660800	1	"*"	242	13.4444444444444	"chr2.34"
"chr2.660809"	"chr2"	660809	660809	1	"*"	198	11	"chr2.34"
"chr2.660810"	"chr2"	660810	660810	1	"*"	254	13.3684210526316	"chr2.34"
"chr2.660816"	"chr2"	660816	660816	1	"*"	181	10.6470588235294	"chr2.34"
"chr2.660817"	"chr2"	660817	660817	1	"*"	261	13.7368421052632	"chr2.34"
"chr2.660829"	"chr2"	660829	660829	1	"*"	132	9.42857142857143	"chr2.34"
"chr2.660830"	"chr2"	660830	660830	1	"*"	248	13.0526315789474	"chr2.34"
"chr2.660849"	"chr2"	660849	660849	1	"*"	241	13.3888888888889	"chr2.34"
"chr2.660857"	"chr2"	660857	660857	1	"*"	231	12.8333333333333	"chr2.34"
"chr2.660860"	"chr2"	660860	660860	1	"*"	230	12.1052631578947	"chr2.34"
"chr2.662396"	"chr2"	662396	662396	1	"*"	414	23	"chr2.35"
"chr2.662401"	"chr2"	662401	662401	1	"*"	411	22.8333333333333	"chr2.35"
"chr2.662415"	"chr2"	662415	662415	1	"*"	392	21.7777777777778	"chr2.35"
"chr2.662435"	"chr2"	662435	662435	1	"*"	304	17.8823529411765	"chr2.35"
"chr2.662443"	"chr2"	662443	662443	1	"*"	250	17.8571428571429	"chr2.35"
"chr2.662585"	"chr2"	662585	662585	1	"*"	412	21.6842105263158	"chr2.35"
"chr2.662586"	"chr2"	662586	662586	1	"*"	327	18.1666666666667	"chr2.35"
"chr2.662602"	"chr2"	662602	662602	1	"*"	371	19.5263157894737	"chr2.35"
"chr2.662603"	"chr2"	662603	662603	1	"*"	336	17.6842105263158	"chr2.35"
"chr2.662622"	"chr2"	662622	662622	1	"*"	349	18.3684210526316	"chr2.35"
"chr2.662623"	"chr2"	662623	662623	1	"*"	362	19.0526315789474	"chr2.35"
"chr2.662629"	"chr2"	662629	662629	1	"*"	334	17.5789473684211	"chr2.35"
"chr2.662630"	"chr2"	662630	662630	1	"*"	357	18.7894736842105	"chr2.35"
"chr2.662770"	"chr2"	662770	662770	1	"*"	414	21.7894736842105	"chr2.35"
"chr2.662771"	"chr2"	662771	662771	1	"*"	193	10.7222222222222	"chr2.35"
"chr2.662777"	"chr2"	662777	662777	1	"*"	407	21.4210526315789	"chr2.35"
"chr2.662778"	"chr2"	662778	662778	1	"*"	198	10.4210526315789	"chr2.35"
"chr2.662813"	"chr2"	662813	662813	1	"*"	392	20.6315789473684	"chr2.35"
"chr2.662814"	"chr2"	662814	662814	1	"*"	208	11.5555555555556	"chr2.35"
"chr2.662829"	"chr2"	662829	662829	1	"*"	378	19.8947368421053	"chr2.35"
"chr2.662830"	"chr2"	662830	662830	1	"*"	226	12.5555555555556	"chr2.35"
"chr2.662873"	"chr2"	662873	662873	1	"*"	293	17.2352941176471	"chr2.35"
"chr2.662874"	"chr2"	662874	662874	1	"*"	264	13.8947368421053	"chr2.35"
"chr2.662887"	"chr2"	662887	662887	1	"*"	288	16	"chr2.35"
"chr2.662888"	"chr2"	662888	662888	1	"*"	303	15.9473684210526	"chr2.35"
"chr2.662890"	"chr2"	662890	662890	1	"*"	275	15.2777777777778	"chr2.35"
"chr2.662891"	"chr2"	662891	662891	1	"*"	307	16.1578947368421	"chr2.35"
"chr2.662895"	"chr2"	662895	662895	1	"*"	262	13.7894736842105	"chr2.35"
"chr2.662896"	"chr2"	662896	662896	1	"*"	316	16.6315789473684	"chr2.35"
"chr2.662910"	"chr2"	662910	662910	1	"*"	235	12.3684210526316	"chr2.35"
"chr2.662911"	"chr2"	662911	662911	1	"*"	348	18.3157894736842	"chr2.35"
"chr2.662972"	"chr2"	662972	662972	1	"*"	282	14.8421052631579	"chr2.35"
"chr2.662973"	"chr2"	662973	662973	1	"*"	406	21.3684210526316	"chr2.35"
"chr2.663019"	"chr2"	663019	663019	1	"*"	331	17.4210526315789	"chr2.35"
"chr2.663020"	"chr2"	663020	663020	1	"*"	423	22.2631578947368	"chr2.35"
"chr2.663024"	"chr2"	663024	663024	1	"*"	329	17.3157894736842	"chr2.35"
"chr2.663025"	"chr2"	663025	663025	1	"*"	433	22.7894736842105	"chr2.35"
"chr2.663042"	"chr2"	663042	663042	1	"*"	304	16	"chr2.35"
"chr2.663043"	"chr2"	663043	663043	1	"*"	432	22.7368421052632	"chr2.35"
"chr2.663052"	"chr2"	663052	663052	1	"*"	283	14.8947368421053	"chr2.35"
"chr2.691862"	"chr2"	691862	691862	1	"*"	565	29.7368421052632	"chr2.37"
"chr2.691863"	"chr2"	691863	691863	1	"*"	633	33.3157894736842	"chr2.37"
"chr2.691896"	"chr2"	691896	691896	1	"*"	537	28.2631578947368	"chr2.37"
"chr2.691897"	"chr2"	691897	691897	1	"*"	657	34.5789473684211	"chr2.37"
"chr2.691915"	"chr2"	691915	691915	1	"*"	486	25.5789473684211	"chr2.37"
"chr2.691916"	"chr2"	691916	691916	1	"*"	603	31.7368421052632	"chr2.37"
"chr2.691925"	"chr2"	691925	691925	1	"*"	453	23.8421052631579	"chr2.37"
"chr2.691926"	"chr2"	691926	691926	1	"*"	548	28.8421052631579	"chr2.37"
"chr2.691942"	"chr2"	691942	691942	1	"*"	425	22.3684210526316	"chr2.37"
"chr2.691943"	"chr2"	691943	691943	1	"*"	445	24.7222222222222	"chr2.37"
"chr2.691952"	"chr2"	691952	691952	1	"*"	382	20.1052631578947	"chr2.37"
"chr2.691953"	"chr2"	691953	691953	1	"*"	430	23.8888888888889	"chr2.37"
"chr2.691973"	"chr2"	691973	691973	1	"*"	380	20	"chr2.37"
"chr2.691974"	"chr2"	691974	691974	1	"*"	353	19.6111111111111	"chr2.37"
"chr2.691978"	"chr2"	691978	691978	1	"*"	376	19.7894736842105	"chr2.37"
"chr2.691979"	"chr2"	691979	691979	1	"*"	344	19.1111111111111	"chr2.37"
"chr2.692012"	"chr2"	692012	692012	1	"*"	309	16.2631578947368	"chr2.37"
"chr2.692013"	"chr2"	692013	692013	1	"*"	215	13.4375	"chr2.37"
"chr2.692023"	"chr2"	692023	692023	1	"*"	271	14.2631578947368	"chr2.37"
"chr2.692024"	"chr2"	692024	692024	1	"*"	157	10.4666666666667	"chr2.37"
"chr2.720852"	"chr2"	720852	720852	1	"*"	667	35.1052631578947	"chr2.38"
"chr2.720853"	"chr2"	720853	720853	1	"*"	325	17.1052631578947	"chr2.38"
"chr2.720874"	"chr2"	720874	720874	1	"*"	667	35.1052631578947	"chr2.38"
"chr2.720875"	"chr2"	720875	720875	1	"*"	388	20.4210526315789	"chr2.38"
"chr2.720876"	"chr2"	720876	720876	1	"*"	653	34.3684210526316	"chr2.38"
"chr2.720877"	"chr2"	720877	720877	1	"*"	397	20.8947368421053	"chr2.38"
"chr2.720880"	"chr2"	720880	720880	1	"*"	641	33.7368421052632	"chr2.38"
"chr2.720881"	"chr2"	720881	720881	1	"*"	417	21.9473684210526	"chr2.38"
"chr2.720883"	"chr2"	720883	720883	1	"*"	636	33.4736842105263	"chr2.38"
"chr2.720884"	"chr2"	720884	720884	1	"*"	429	22.5789473684211	"chr2.38"
"chr2.720910"	"chr2"	720910	720910	1	"*"	601	31.6315789473684	"chr2.38"
"chr2.720911"	"chr2"	720911	720911	1	"*"	485	25.5263157894737	"chr2.38"
"chr2.720939"	"chr2"	720939	720939	1	"*"	571	30.0526315789474	"chr2.38"
"chr2.720940"	"chr2"	720940	720940	1	"*"	512	26.9473684210526	"chr2.38"
"chr2.720971"	"chr2"	720971	720971	1	"*"	478	25.1578947368421	"chr2.38"
"chr2.720972"	"chr2"	720972	720972	1	"*"	503	26.4736842105263	"chr2.38"
"chr2.720975"	"chr2"	720975	720975	1	"*"	452	25.1111111111111	"chr2.38"
"chr2.720976"	"chr2"	720976	720976	1	"*"	510	26.8421052631579	"chr2.38"
"chr2.721014"	"chr2"	721014	721014	1	"*"	288	16	"chr2.38"
"chr2.721015"	"chr2"	721015	721015	1	"*"	403	22.3888888888889	"chr2.38"
"chr2.721017"	"chr2"	721017	721017	1	"*"	268	15.7647058823529	"chr2.38"
"chr2.730995"	"chr2"	730995	730995	1	"*"	148	9.86666666666667	"chr2.39"
"chr2.730999"	"chr2"	730999	730999	1	"*"	167	9.82352941176471	"chr2.39"
"chr2.731005"	"chr2"	731005	731005	1	"*"	181	10.6470588235294	"chr2.39"
"chr2.731033"	"chr2"	731033	731033	1	"*"	257	14.2777777777778	"chr2.39"
"chr2.731034"	"chr2"	731034	731034	1	"*"	179	10.5294117647059	"chr2.39"
"chr2.731057"	"chr2"	731057	731057	1	"*"	317	16.6842105263158	"chr2.39"
"chr2.731058"	"chr2"	731058	731058	1	"*"	207	10.8947368421053	"chr2.39"
"chr2.731060"	"chr2"	731060	731060	1	"*"	325	17.1052631578947	"chr2.39"
"chr2.731061"	"chr2"	731061	731061	1	"*"	209	11	"chr2.39"
"chr2.731073"	"chr2"	731073	731073	1	"*"	357	18.7894736842105	"chr2.39"
"chr2.731074"	"chr2"	731074	731074	1	"*"	209	11.6111111111111	"chr2.39"
"chr2.731086"	"chr2"	731086	731086	1	"*"	368	19.3684210526316	"chr2.39"
"chr2.731087"	"chr2"	731087	731087	1	"*"	216	12	"chr2.39"
"chr2.731094"	"chr2"	731094	731094	1	"*"	370	19.4736842105263	"chr2.39"
"chr2.731095"	"chr2"	731095	731095	1	"*"	205	11.3888888888889	"chr2.39"
